ranking_risco,id_municipio,nome_municipio,sigla_uf,nome_regiao,taxa_alfabetizacao,meta_alfabetizacao_2024,atingiu_meta,probabilidade_prevista_atingir_meta,gap_ate_meta_pp
2446,4101002,Ampére,PR,Sul,70.06,67.87,1,0.3952,-2.19
2447,3201308,Cariacica,ES,Sudeste,64.57,60.94,1,0.3952,-3.63
2448,4127700,Toledo,PR,Sul,81.69,79.64,1,0.3955,-2.05
2449,2709400,Viçosa,AL,Nordeste,49.91,46.3,1,0.3957,-3.61
2450,4121257,Ramilândia,PR,Sul,77.23,80.0,0,0.3957,2.77
2451,4312153,Mato Leitão,RS,Sul,62.1,80.0,0,0.3957,17.9
2452,2102200,Buriti,MA,Nordeste,28.95,50.62,0,0.3958,21.67
2453,4110706,Irati,PR,Sul,88.31,80.0,1,0.3959,-8.31
2454,2108900,Poção de Pedras,MA,Nordeste,77.27,80.0,0,0.3961,2.73
2455,4124004,Santana do Itararé,PR,Sul,54.43,78.52,0,0.3961,24.09
2456,5106653,Pontal do Araguaia,MT,Centro-Oeste,51.2,71.32,0,0.3965,20.12
2457,4307054,Ernestina,RS,Sul,64.7,64.9,0,0.3965,0.2
2458,4206306,Guabiruba,SC,Sul,73.93,71.73,1,0.3967,-2.2
2459,4127502,Tibagi,PR,Sul,77.79,78.09,0,0.3967,0.3
2460,5004502,Itaporã,MS,Centro-Oeste,54.29,70.79,0,0.3968,16.5
2461,4125902,São Pedro do Paraná,PR,Sul,75.0,73.2,1,0.3968,-1.8
2462,4200051,Abdon Batista,SC,Sul,77.08,73.3,1,0.397,-3.78
2463,4209805,Leoberto Leal,SC,Sul,62.5,75.76,0,0.3971,13.26
2464,2516805,Triunfo,PB,Nordeste,63.35,55.0,1,0.3973,-8.35
2465,1600204,Calçoene,AP,Norte,40.24,41.81,0,0.3974,1.57
2466,2516151,Sossêgo,PB,Nordeste,66.62,25.43,1,0.3975,-41.19
2467,2105708,Lago da Pedra,MA,Nordeste,79.18,80.0,0,0.3975,0.82
2468,4116802,Nova Cantu,PR,Sul,88.03,79.57,1,0.3976,-8.46
2469,3143302,Montes Claros,MG,Sudeste,74.71,64.62,1,0.3977,-10.09
2470,4114302,Mandirituba,PR,Sul,64.48,79.47,0,0.3977,14.99
2471,4110508,Ipiranga,PR,Sul,82.28,80.0,1,0.3979,-2.28
2472,1301159,Careiro da Várzea,AM,Norte,32.97,44.52,0,0.3979,11.55
2473,2204709,Inhuma,PI,Nordeste,67.52,59.47,1,0.3979,-8.05
2474,3132305,Itaipé,MG,Sudeste,60.31,61.22,0,0.398,0.91
2475,4100103,Abatiá,PR,Sul,57.74,60.05,0,0.3981,2.31
2476,5003454,Deodápolis,MS,Centro-Oeste,66.24,80.0,0,0.3981,13.76
2477,4104907,Castro,PR,Sul,74.56,75.14,0,0.3984,0.58
2478,3142304,Moeda,MG,Sudeste,90.58,78.2,1,0.3984,-12.38
2479,2210623,Sebastião Barros,PI,Nordeste,50.0,33.21,1,0.3985,-16.79
2480,4218400,Treze de Maio,SC,Sul,62.38,73.15,0,0.3987,10.77
2481,5100201,Água Boa,MT,Centro-Oeste,79.49,62.56,1,0.3988,-16.93
2482,2500205,Aguiar,PB,Nordeste,61.96,70.54,0,0.3988,8.58
2483,3516309,Francisco Morato,SP,Sudeste,50.92,55.48,0,0.399,4.56
2484,5108006,Tapurah,MT,Centro-Oeste,68.81,59.92,1,0.399,-8.89
2485,4204707,Cunha Porã,SC,Sul,74.18,80.0,0,0.3992,5.82
2486,2612471,Santa Cruz da Baixa Verde,PE,Nordeste,87.09,76.08,1,0.3994,-11.01
2487,2700805,Belém,AL,Nordeste,64.57,59.21,1,0.3994,-5.36
2488,5002951,Chapadão do Sul,MS,Centro-Oeste,63.42,49.18,1,0.3994,-14.24
2489,1715754,Palmeirópolis,TO,Norte,77.41,53.03,1,0.3995,-24.38
2490,2508554,Logradouro,PB,Nordeste,94.6,80.0,1,0.3995,-14.6
2491,2504355,Caturité,PB,Nordeste,76.68,57.47,1,0.3998,-19.21
2492,4126405,Sertaneja,PR,Sul,90.98,80.0,1,0.3999,-10.98
2493,4102307,Balsa Nova,PR,Sul,75.18,76.46,0,0.3999,1.28
2494,3551405,Serra Azul,SP,Sudeste,44.65,31.16,1,0.3999,-13.49
2495,4315172,Protásio Alves,RS,Sul,75.0,79.98,0,0.4,4.98
2496,2708105,Santana do Mundaú,AL,Nordeste,97.67,80.0,1,0.4,-17.67
2497,5103452,Denise,MT,Centro-Oeste,83.58,61.8,1,0.4001,-21.78
2498,4205308,Faxinal dos Guedes,SC,Sul,66.52,57.2,1,0.4001,-9.32
2499,4304671,Capivari do Sul,RS,Sul,43.9,47.38,0,0.4002,3.48
2500,5107941,Tabaporã,MT,Centro-Oeste,62.36,56.15,1,0.4002,-6.21
2501,2505709,Dona Inês,PB,Nordeste,96.29,53.98,1,0.4002,-42.31
2502,4314472,Pinhal Grande,RS,Sul,44.0,66.33,0,0.4003,22.33
2503,4212270,Passos Maia,SC,Sul,68.75,54.31,1,0.4003,-14.44
2504,3513504,Cubatão,SP,Sudeste,45.16,53.65,0,0.4004,8.49
2505,2400406,Água Nova,RN,Nordeste,39.66,40.19,0,0.4005,0.53
2506,2807204,Siriri,SE,Nordeste,52.4,52.43,0,0.4005,0.03
2507,3162922,São Joaquim de Bicas,MG,Sudeste,82.15,53.39,1,0.4006,-28.76
2508,5005004,Jardim,MS,Centro-Oeste,53.84,42.02,1,0.4006,-11.82
2509,1101476,Primavera de Rondônia,RO,Norte,57.63,80.0,0,0.4007,22.37
2510,4318499,São José do Inhacorá,RS,Sul,49.7,80.0,0,0.4008,30.3
2511,4120804,Quatro Barras,PR,Sul,67.24,68.92,0,0.4008,1.68
2512,1713601,Monte do Carmo,TO,Norte,19.71,71.56,0,0.4009,51.85
2513,1704600,Chapada de Areia,TO,Norte,6.25,54.93,0,0.401,48.68
2514,3539103,Pirapora do Bom Jesus,SP,Sudeste,40.79,49.33,0,0.4011,8.54
2515,4322905,Viadutos,RS,Sul,83.1,80.0,1,0.4011,-3.1
2516,4210407,Maracajá,SC,Sul,61.81,62.07,0,0.4012,0.26
2517,4125407,São José da Boa Vista,PR,Sul,76.15,80.0,0,0.4012,3.85
2518,4123501,Santa Helena,PR,Sul,79.37,79.32,1,0.4014,-0.05
2519,5106315,Novo Santo Antônio,MT,Centro-Oeste,58.27,72.61,0,0.4014,14.34
2520,1300102,Anori,AM,Norte,75.32,76.6,0,0.4015,1.28
2521,2106201,Luís Domingues,MA,Nordeste,84.97,77.39,1,0.4015,-7.58
2522,5108907,Nova Maringá,MT,Centro-Oeste,62.38,64.76,0,0.4015,2.38
2523,3500402,Águas da Prata,SP,Sudeste,61.82,67.26,0,0.4015,5.44
2524,4104659,Carambeí,PR,Sul,69.2,75.84,0,0.4016,6.64
2525,4204806,Curitibanos,SC,Sul,56.96,53.71,1,0.4019,-3.25
2526,4312955,Nova Boa Vista,RS,Sul,66.7,80.0,0,0.4019,13.3
2527,3102050,Alto Caparaó,MG,Sudeste,87.17,80.0,1,0.4019,-7.17
2528,2806206,Salgado,SE,Nordeste,44.89,40.63,1,0.402,-4.26
2529,4323200,Victor Graeff,RS,Sul,56.3,80.0,0,0.4021,23.7
2530,3530607,Mogi das Cruzes,SP,Sudeste,47.88,52.01,0,0.4021,4.13
2531,2103554,Conceição do Lago-Açu,MA,Nordeste,54.26,49.69,1,0.4022,-4.57
2532,1718881,Santa Maria do Tocantins,TO,Norte,39.73,31.78,1,0.4024,-7.95
2533,2205003,Itainópolis,PI,Nordeste,73.67,75.05,0,0.4024,1.38
2534,2207553,Paquetá,PI,Nordeste,49.8,80.0,0,0.4024,30.2
2535,4214706,Rio dos Cedros,SC,Sul,68.59,63.92,1,0.4025,-4.67
2536,4105607,Cidade Gaúcha,PR,Sul,63.42,67.22,0,0.4025,3.8
2537,4215455,Sangão,SC,Sul,48.46,70.98,0,0.4026,22.52
2538,4110078,Imbaú,PR,Sul,70.26,73.19,0,0.4026,2.93
2539,5107206,Rio Branco,MT,Centro-Oeste,81.6,53.36,1,0.4026,-28.24
2540,5004106,Guia Lopes da Laguna,MS,Centro-Oeste,64.58,52.3,1,0.4027,-12.28
2541,1703701,Brejinho de Nazaré,TO,Norte,49.45,44.57,1,0.4028,-4.88
2542,4213203,Pomerode,SC,Sul,70.85,65.94,1,0.4028,-4.91
2543,2202711,Cocal de Telha,PI,Nordeste,59.56,69.55,0,0.4028,9.99
2544,2210201,São José do Piauí,PI,Nordeste,97.06,80.0,1,0.4028,-17.06
2545,3131307,Ipatinga,MG,Sudeste,75.61,67.17,1,0.4029,-8.44
2546,2513851,Santo André,PB,Nordeste,35.81,50.76,0,0.403,14.95
2547,4201505,Armazém,SC,Sul,78.79,72.02,1,0.403,-6.77
2548,3507506,Botucatu,SP,Sudeste,57.09,62.56,0,0.4031,5.47
2549,3137601,Lagoa Santa,MG,Sudeste,73.13,64.72,1,0.4031,-8.41
2550,5003900,Figueirão,MS,Centro-Oeste,86.46,62.12,1,0.4032,-24.34
2551,4105300,Céu Azul,PR,Sul,84.56,80.0,1,0.4032,-4.56
2552,5002100,Bela Vista,MS,Centro-Oeste,48.18,49.58,0,0.4032,1.4
2553,2200301,Alto Longá,PI,Nordeste,82.41,80.0,1,0.4033,-2.41
2554,4301206,Arroio do Tigre,RS,Sul,65.2,80.0,0,0.4035,14.8
2555,2208809,Regeneração,PI,Nordeste,31.32,47.06,0,0.4036,15.74
2556,5201108,Anápolis,GO,Centro-Oeste,73.22,73.43,0,0.4036,0.21
2557,2203404,Dom Expedito Lopes,PI,Nordeste,76.45,77.56,0,0.4038,1.11
2558,2506251,Gado Bravo,PB,Nordeste,70.71,78.52,0,0.4038,7.81
2559,1718709,Rio dos Bois,TO,Norte,46.58,24.42,1,0.404,-22.16
2560,4127809,Tomazina,PR,Sul,83.7,80.0,1,0.404,-3.7
2561,4109658,Honório Serpa,PR,Sul,73.2,59.97,1,0.4041,-13.23
2562,2615201,Terra Nova,PE,Nordeste,71.07,64.99,1,0.4041,-6.08
2563,2202251,Canavieira,PI,Nordeste,86.82,55.53,1,0.4041,-31.29
2564,2803609,Laranjeiras,SE,Nordeste,27.35,23.05,1,0.4042,-4.3
2565,4314498,Pinheirinho do Vale,RS,Sul,74.2,80.0,0,0.4043,5.8
2566,4115002,Marilena,PR,Sul,75.36,80.0,0,0.4043,4.64
2567,4123709,Santa Isabel do Ivaí,PR,Sul,75.13,80.0,0,0.4043,4.87
2568,2600203,Afrânio,PE,Nordeste,59.87,58.8,1,0.4043,-1.07
2569,2209559,São Braz do Piauí,PI,Nordeste,66.39,80.0,0,0.4044,13.61
2570,4113502,Loanda,PR,Sul,73.8,73.6,1,0.4044,-0.2
2571,1301951,Itamarati,AM,Norte,82.76,72.11,1,0.4045,-10.65
2572,1711100,Itaporã do Tocantins,TO,Norte,24.0,66.76,0,0.4046,42.76
2573,2103257,Cidelândia,MA,Nordeste,86.24,68.64,1,0.4046,-17.6
2574,2405702,Jardim do Seridó,RN,Nordeste,62.8,33.95,1,0.4046,-28.85
2575,2602506,Brejinho,PE,Nordeste,79.05,72.8,1,0.4048,-6.25
2576,4215752,São Bernardino,SC,Sul,69.54,80.0,0,0.4048,10.46
2577,5100508,Alto Paraguai,MT,Centro-Oeste,52.43,69.57,0,0.405,17.14
2578,4314175,Pedras Altas,RS,Sul,55.9,67.21,0,0.4051,11.31
2579,2611200,Poção,PE,Nordeste,64.18,65.42,0,0.4052,1.24
2580,2611408,Primavera,PE,Nordeste,50.41,77.9,0,0.4053,27.49
2581,2505600,Diamante,PB,Nordeste,72.15,32.22,1,0.4054,-39.93
2582,2103208,Chapadinha,MA,Nordeste,41.58,52.46,0,0.4056,10.88
2583,3120904,Curvelo,MG,Sudeste,72.55,67.73,1,0.4059,-4.82
2584,4104709,Carlópolis,PR,Sul,66.18,74.67,0,0.406,8.49
2585,2206704,Nazaré do Piauí,PI,Nordeste,39.0,52.31,0,0.406,13.31
2586,5108501,Vera,MT,Centro-Oeste,52.77,41.54,1,0.406,-11.23
2587,2100477,Alto Alegre do Pindaré,MA,Nordeste,56.29,42.71,1,0.406,-13.58
2588,5003504,Douradina,MS,Centro-Oeste,68.7,35.93,1,0.4061,-32.77
2589,2104602,Governador Eugênio Barros,MA,Nordeste,48.13,57.38,0,0.4062,9.25
2590,3548807,São Caetano do Sul,SP,Sudeste,66.12,64.1,1,0.4063,-2.02
2591,3504404,Avanhandava,SP,Sudeste,77.37,72.36,1,0.4063,-5.01
2592,4111803,Jacarezinho,PR,Sul,47.68,59.25,0,0.4064,11.57
2593,3516200,Franca,SP,Sudeste,70.87,61.42,1,0.4065,-9.45
2594,2802403,Gararu,SE,Nordeste,36.4,26.47,1,0.4065,-9.93
2595,4302253,Boa Vista do Sul,RS,Sul,75.0,74.36,1,0.4065,-0.64
2596,4308433,Forquetinha,RS,Sul,55.2,63.97,0,0.4066,8.77
2597,3100203,Abaeté,MG,Sudeste,78.3,56.9,1,0.4066,-21.4
2598,4203709,Canelinha,SC,Sul,41.17,62.71,0,0.4067,21.54
2599,2510402,Olho d'Água,PB,Nordeste,91.23,66.76,1,0.4067,-24.47
2600,4110201,Inácio Martins,PR,Sul,70.03,74.45,0,0.4067,4.42
2601,2511400,Picuí,PB,Nordeste,42.85,57.06,0,0.4068,14.21
2602,4115101,Mariluz,PR,Sul,52.21,65.33,0,0.4068,13.12
2603,3543105,Ribeirão Corrente,SP,Sudeste,74.51,73.16,1,0.4068,-1.35
2604,2102754,Capinzal do Norte,MA,Nordeste,91.14,42.37,1,0.4068,-48.77
2605,4114500,Manoel Ribas,PR,Sul,71.98,69.69,1,0.4068,-2.29
2606,3537602,Peruíbe,SP,Sudeste,46.81,45.94,1,0.407,-0.87
2607,2202737,Coivaras,PI,Nordeste,94.47,78.41,1,0.407,-16.06
2608,1703826,Cachoeirinha,TO,Norte,64.0,34.72,1,0.407,-29.28
2609,4212205,Papanduva,SC,Sul,69.31,72.03,0,0.4071,2.72
2610,5103502,Diamantino,MT,Centro-Oeste,60.5,56.72,1,0.4072,-3.78
2611,3512407,Cordeirópolis,SP,Sudeste,69.6,75.28,0,0.4076,5.68
2612,2615904,Tuparetama,PE,Nordeste,82.52,77.54,1,0.4077,-4.98
2613,3524402,Jacareí,SP,Sudeste,51.48,51.14,1,0.4078,-0.34
2614,3140159,Mário Campos,MG,Sudeste,74.09,71.88,1,0.4079,-2.21
2615,3546207,Santa Cruz da Conceição,SP,Sudeste,73.36,68.76,1,0.408,-4.6
2616,3523404,Itatiba,SP,Sudeste,73.47,67.53,1,0.408,-5.94
2617,5217609,Planaltina,GO,Centro-Oeste,75.11,67.87,1,0.4081,-7.24
2618,4128559,Vera Cruz do Oeste,PR,Sul,76.11,56.94,1,0.4081,-19.17
2619,3503208,Araraquara,SP,Sudeste,65.95,59.9,1,0.4081,-6.05
2620,3519501,Ibirarema,SP,Sudeste,71.85,80.0,0,0.4082,8.15
2621,4306551,Dom Pedro de Alcântara,RS,Sul,57.1,80.0,0,0.4083,22.9
2622,4301651,Barão,RS,Sul,53.5,80.0,0,0.4083,26.5
2623,4208104,Itaiópolis,SC,Sul,55.99,67.88,0,0.4084,11.89
2624,4211652,Novo Horizonte,SC,Sul,86.57,80.0,1,0.4084,-6.57
2625,4322855,Vespasiano Correa,RS,Sul,46.7,80.0,0,0.4086,33.3
2626,3152501,Pouso Alegre,MG,Sudeste,68.72,62.41,1,0.4087,-6.31
2627,2111409,São Luís Gonzaga do Maranhão,MA,Nordeste,70.44,75.6,0,0.4088,5.16
2628,4215505,Santa Cecília,SC,Sul,57.41,68.59,0,0.4089,11.18
2629,4123303,Santa Cruz de Monte Castelo,PR,Sul,59.1,80.0,0,0.4089,20.9
2630,3137007,Ladainha,MG,Sudeste,54.47,31.02,1,0.409,-23.45
2631,3170701,Varginha,MG,Sudeste,71.53,55.51,1,0.409,-16.02
2632,5104609,Itiquira,MT,Centro-Oeste,58.16,48.53,1,0.4091,-9.63
2633,4323770,Westfalia,RS,Sul,61.5,80.0,0,0.4091,18.5
2634,2501153,Areia de Baraúnas,PB,Nordeste,36.36,32.22,1,0.4091,-4.14
2635,2201101,Avelino Lopes,PI,Nordeste,44.97,47.14,0,0.4091,2.17
2636,4103453,Cafelândia,PR,Sul,78.14,80.0,0,0.4093,1.86
2637,2205854,Madeiro,PI,Nordeste,55.88,65.01,0,0.4094,9.13
2638,4312203,Maximiliano de Almeida,RS,Sul,43.2,80.0,0,0.4095,36.8
2639,5107248,Santa Carmem,MT,Centro-Oeste,93.91,72.84,1,0.4097,-21.07
2640,4114807,Marialva,PR,Sul,73.09,74.29,0,0.4097,1.2
2641,4106209,Contenda,PR,Sul,77.37,78.62,0,0.4098,1.25
2642,4127908,Tuneiras do Oeste,PR,Sul,68.12,72.81,0,0.41,4.69
2643,4111308,Itaúna do Sul,PR,Sul,40.32,77.77,0,0.4102,37.45
2644,1705557,Combinado,TO,Norte,56.14,65.04,0,0.4102,8.9
2645,2101103,Axixá,MA,Nordeste,71.88,80.0,0,0.4102,8.12
2646,2606309,Granito,PE,Nordeste,68.11,57.04,1,0.4105,-11.07
2647,1718451,Pugmil,TO,Norte,40.91,27.85,1,0.4105,-13.06
2648,2509602,Monte Horebe,PB,Nordeste,93.4,80.0,1,0.4105,-13.4
2649,5006275,Paraíso das Águas,MS,Centro-Oeste,78.5,76.92,1,0.4106,-1.58
2650,3554805,Tremembé,SP,Sudeste,54.73,48.77,1,0.4106,-5.96
2651,4203501,Campo Erê,SC,Sul,48.28,64.05,0,0.4108,15.77
2652,3522604,Itapira,SP,Sudeste,63.24,63.71,0,0.4108,0.47
2653,1709807,Ipueiras,TO,Norte,21.43,34.46,0,0.4108,13.03
2654,3162401,São João da Ponte,MG,Sudeste,63.51,67.96,0,0.4108,4.45
2655,2204501,Guadalupe,PI,Nordeste,68.54,54.0,1,0.4109,-14.54
2656,4108403,Francisco Beltrão,PR,Sul,76.41,79.72,0,0.4109,3.31
2657,3548906,São Carlos,SP,Sudeste,61.87,56.26,1,0.4109,-5.61
2658,2106607,Matões,MA,Nordeste,34.52,73.54,0,0.4109,39.02
2659,2514552,São José de Princesa,PB,Nordeste,81.82,80.0,1,0.4109,-1.82
2660,2105989,Lajeado Novo,MA,Nordeste,65.92,63.83,1,0.411,-2.09
2661,1720259,São Salvador do Tocantins,TO,Norte,59.09,52.91,1,0.4111,-6.18
2662,4125100,São João do Triunfo,PR,Sul,79.45,78.79,1,0.4111,-0.66
2663,4102406,Bandeirantes,PR,Sul,72.78,76.11,0,0.4112,3.33
2664,2709152,Teotônio Vilela,AL,Nordeste,57.59,57.03,1,0.4112,-0.56
2665,2412401,São José do Seridó,RN,Nordeste,56.41,42.95,1,0.4112,-13.46
2666,2806107,Rosário do Catete,SE,Nordeste,39.01,45.54,0,0.4113,6.53
2667,5221577,Uirapuru,GO,Centro-Oeste,66.67,45.24,1,0.4114,-21.43
2668,2605608,Flores,PE,Nordeste,68.28,75.14,0,0.4115,6.86
2669,2201176,Barra D'Alcântara,PI,Nordeste,93.18,64.23,1,0.4115,-28.95
2670,4124053,Santa Terezinha de Itaipu,PR,Sul,79.46,80.0,0,0.4115,0.54
2671,4211751,Otacílio Costa,SC,Sul,66.44,59.2,1,0.4116,-7.24
2672,4214201,Quilombo,SC,Sul,70.08,69.21,1,0.4116,-0.87
2673,4127403,Terra Roxa,PR,Sul,76.19,70.39,1,0.4119,-5.8
2674,1703867,Cariri do Tocantins,TO,Norte,52.01,22.48,1,0.412,-29.53
2675,5106455,Planalto da Serra,MT,Centro-Oeste,90.32,62.17,1,0.412,-28.15
2676,2701902,Chã Preta,AL,Nordeste,51.71,49.65,1,0.4122,-2.06
2677,4305132,Cerro Branco,RS,Sul,66.7,73.15,0,0.4122,6.45
2678,2410801,Riacho de Santana,RN,Nordeste,53.36,52.8,1,0.4122,-0.56
2679,4210001,Luiz Alves,SC,Sul,61.55,80.0,0,0.4122,18.45
2680,2513406,Santa Luzia,PB,Nordeste,54.05,59.0,0,0.4122,4.95
2681,4305504,Ciríaco,RS,Sul,84.0,80.0,1,0.4124,-4.0
2682,4217253,São Pedro de Alcântara,SC,Sul,61.13,74.91,0,0.4125,13.78
2683,5106265,Novo Mundo,MT,Centro-Oeste,67.67,57.99,1,0.4126,-9.68
2684,3530706,Mogi Guaçu,SP,Sudeste,63.47,56.12,1,0.4127,-7.35
2685,3525102,Jardinópolis,SP,Sudeste,45.42,61.9,0,0.4128,16.48
2686,1703602,Brasilândia do Tocantins,TO,Norte,68.9,36.84,1,0.4129,-32.06
2687,3154101,Recreio,MG,Sudeste,61.02,73.4,0,0.413,12.38
2688,3167509,Simão Pereira,MG,Sudeste,48.25,14.14,1,0.4131,-34.11
2689,5007935,Sonora,MS,Centro-Oeste,78.58,52.8,1,0.4132,-25.78
2690,2504702,Congo,PB,Nordeste,40.66,54.36,0,0.4136,13.7
2691,3140704,Mateus Leme,MG,Sudeste,75.26,60.63,1,0.4137,-14.63
2692,4116000,Miraselva,PR,Sul,51.38,77.49,0,0.4137,26.11
2693,2701100,Branquinha,AL,Nordeste,79.89,76.97,1,0.4137,-2.92
2694,2107258,Nova Colinas,MA,Nordeste,77.14,80.0,0,0.4137,2.86
2695,3523909,Itu,SP,Sudeste,61.67,67.66,0,0.4137,5.99
2696,3122900,Dona Eusébia,MG,Sudeste,95.71,52.47,1,0.4138,-43.24
2697,4127007,Teixeira Soares,PR,Sul,88.2,77.71,1,0.4141,-10.49
2698,4314001,Paraí,RS,Sul,64.8,80.0,0,0.4141,15.2
2699,2806305,Santa Luzia do Itanhy,SE,Nordeste,22.15,33.12,0,0.4141,10.97
2700,4107546,Espigão Alto do Iguaçu,PR,Sul,81.78,73.21,1,0.4142,-8.57
2701,3171303,Viçosa,MG,Sudeste,78.22,65.52,1,0.4144,-12.7
2702,4125605,São Mateus do Sul,PR,Sul,70.57,80.0,0,0.4146,9.43
2703,3545209,Salto,SP,Sudeste,67.33,60.17,1,0.4146,-7.16
2704,3519071,Hortolândia,SP,Sudeste,55.05,61.65,0,0.4146,6.6
2705,4120606,Prudentópolis,PR,Sul,82.91,80.0,1,0.4148,-2.91
2706,2105203,Igarapé Grande,MA,Nordeste,89.11,80.0,1,0.4149,-9.11
2707,3525904,Jundiaí,SP,Sudeste,70.49,70.94,0,0.4149,0.45
2708,3165602,Senador Cortes,MG,Sudeste,81.82,48.13,1,0.415,-33.69
2709,2608404,Jurema,PE,Nordeste,60.64,57.86,1,0.415,-2.78
2710,3555604,Uchoa,SP,Sudeste,87.56,50.47,1,0.4152,-37.09
2711,2608255,Jucati,PE,Nordeste,68.81,49.83,1,0.4152,-18.98
2712,4208005,Itá,SC,Sul,72.01,70.81,1,0.4152,-1.2
2713,1303536,Presidente Figueiredo,AM,Norte,35.31,41.0,0,0.4152,5.69
2714,2200400,Altos,PI,Nordeste,61.82,64.89,0,0.4154,3.07
2715,3204906,São Mateus,ES,Sudeste,70.65,69.26,1,0.4155,-1.39
2716,3120151,Crisólita,MG,Sudeste,48.66,57.46,0,0.4155,8.8
2717,3205309,Vitória,ES,Sudeste,73.2,68.18,1,0.4155,-5.02
2718,4318440,São Jorge,RS,Sul,66.7,77.17,0,0.4157,10.47
2719,2501575,Barra de Santana,PB,Nordeste,49.18,35.21,1,0.4157,-13.97
2720,3552205,Sorocaba,SP,Sudeste,54.67,53.15,1,0.4159,-1.52
2721,5203609,Brazabrantes,GO,Centro-Oeste,90.96,54.03,1,0.416,-36.93
2722,2800100,Amparo de São Francisco,SE,Nordeste,50.0,47.31,1,0.4161,-2.69
2723,2706109,Ouro Branco,AL,Nordeste,52.43,27.52,1,0.4161,-24.91
2724,4117701,Palmeira,PR,Sul,65.93,72.95,0,0.4163,7.02
2725,3146107,Ouro Preto,MG,Sudeste,74.25,59.55,1,0.4163,-14.7
2726,3168705,Timóteo,MG,Sudeste,78.72,59.91,1,0.4164,-18.81
2727,3203205,Linhares,ES,Sudeste,67.84,66.76,1,0.4164,-1.08
2728,4219150,Vargem,SC,Sul,69.58,80.0,0,0.4166,10.42
2729,3524709,Jaguariúna,SP,Sudeste,70.22,65.65,1,0.4166,-4.57
2730,2510204,Nova Olinda,PB,Nordeste,38.04,51.47,0,0.4166,13.43
2731,2413805,Taboleiro Grande,RN,Nordeste,73.08,51.04,1,0.4168,-22.04
2732,2705309,Minador do Negrão,AL,Nordeste,27.99,37.11,0,0.4168,9.12
2733,4202602,Bom Retiro,SC,Sul,46.31,39.4,1,0.4169,-6.91
2734,2104008,Esperantinópolis,MA,Nordeste,81.48,62.78,1,0.4173,-18.7
2735,5102686,Campos de Júlio,MT,Centro-Oeste,65.76,53.38,1,0.4173,-12.38
2736,3101706,Almenara,MG,Sudeste,55.06,45.59,1,0.4176,-9.47
2737,5215231,Novo Gama,GO,Centro-Oeste,57.35,56.87,1,0.4177,-0.48
2738,3139508,Manhumirim,MG,Sudeste,68.84,70.43,0,0.4177,1.59
2739,3524105,Ituverava,SP,Sudeste,49.94,53.56,0,0.4178,3.62
2740,3526902,Limeira,SP,Sudeste,62.93,65.28,0,0.4179,2.35
2741,3517208,Guaiçara,SP,Sudeste,60.0,55.48,1,0.4179,-4.52
2742,2514602,São José do Bonfim,PB,Nordeste,29.62,18.06,1,0.418,-11.56
2743,3502507,Aparecida,SP,Sudeste,53.75,49.33,1,0.418,-4.42
2744,3115300,Cataguases,MG,Sudeste,64.07,42.67,1,0.4181,-21.4
2745,3505609,Barrinha,SP,Sudeste,51.43,59.52,0,0.4182,8.09
2746,4121752,Reserva do Iguaçu,PR,Sul,83.13,78.22,1,0.4182,-4.91
2747,3505500,Barretos,SP,Sudeste,58.42,63.04,0,0.4183,4.62
2748,4107124,Diamante do Sul,PR,Sul,83.28,71.09,1,0.4183,-12.19
2749,4310579,Itapuca,RS,Sul,76.5,80.0,0,0.4184,3.5
2750,4122172,Rio Branco do Ivaí,PR,Sul,73.84,71.38,1,0.4185,-2.46
2751,4109302,Guaraniaçu,PR,Sul,71.17,80.0,0,0.4185,8.83
2752,4210050,Macieira,SC,Sul,56.25,80.0,0,0.4187,23.75
2753,4124400,Santo Antônio do Sudoeste,PR,Sul,81.43,79.58,1,0.4187,-1.85
2754,3510500,Caraguatatuba,SP,Sudeste,58.19,58.59,0,0.4187,0.4
2755,5105176,Juruena,MT,Centro-Oeste,73.66,63.07,1,0.4187,-10.59
2756,4100608,Alto Paraná,PR,Sul,70.12,67.45,1,0.4187,-2.67
2757,4107504,Engenheiro Beltrão,PR,Sul,82.06,80.0,1,0.4189,-2.06
2758,2708303,São José da Laje,AL,Nordeste,95.31,79.33,1,0.4189,-15.98
2759,3203130,João Neiva,ES,Sudeste,77.28,73.12,1,0.419,-4.16
2760,2512200,Prata,PB,Nordeste,63.28,52.77,1,0.4192,-10.51
2761,4304952,Caseiros,RS,Sul,40.0,80.0,0,0.4193,40.0
2762,4118857,Perobal,PR,Sul,70.19,61.32,1,0.4195,-8.87
2763,2202851,Coronel José Dias,PI,Nordeste,61.36,64.26,0,0.4195,2.9
2764,4300901,Aratiba,RS,Sul,40.2,80.0,0,0.4196,39.8
2765,2210607,São Raimundo Nonato,PI,Nordeste,73.25,70.08,1,0.4196,-3.17
2766,2111763,Senador La Rocque,MA,Nordeste,64.13,39.21,1,0.4197,-24.92
2767,3109402,Buritizeiro,MG,Sudeste,62.63,44.21,1,0.4197,-18.42
2768,5105622,Mirassol d'Oeste,MT,Centro-Oeste,57.5,56.36,1,0.4197,-1.14
2769,3518404,Guaratinguetá,SP,Sudeste,55.83,60.67,0,0.4199,4.84
2770,4315149,Presidente Lucena,RS,Sul,56.3,80.0,0,0.42,23.7
